mp	ds	type	p	chr
13979025.2240704	3.74416177670097e-09	BREAKPOINTS	0.78744140625	chrX
14285702.351272	4.18767415788017e-09	BREAKPOINTS	0.73537109375	chrX
14592379.4784736	4.37954559669769e-09	BREAKPOINTS	0.71146484375	chrX
14899056.6056751	4.32031214527472e-09	BREAKPOINTS	0.71888671875	chrX
15205733.7328767	4.06209282910303e-09	BREAKPOINTS	0.75056640625	chrX
15512410.8600783	3.6776888038817e-09	BREAKPOINTS	0.795078125	chrX
15819087.9872798	3.2371615556593e-09	BREAKPOINTS	0.8397265625	chrX
16125765.1144814	2.79271780858856e-09	BREAKPOINTS	0.8776953125	chrX
16432442.241683	2.38670739894599e-09	BREAKPOINTS	0.9073828125	chrX
16739119.3688845	2.06444552811578e-09	BREAKPOINTS	0.9270703125	chrX
17045796.4960861	1.86960679969145e-09	BREAKPOINTS	0.93814453125	chrX
17352473.6232877	1.82865557182536e-09	BREAKPOINTS	0.9401953125	chrX
17659150.7504892	1.93626876961697e-09	BREAKPOINTS	0.93388671875	chrX
17965827.8776908	2.15290829599712e-09	BREAKPOINTS	0.9216796875	chrX
18272505.0048924	2.41688041054218e-09	BREAKPOINTS	0.90556640625	chrX
18579182.1320939	2.66368534410011e-09	BREAKPOINTS	0.88794921875	chrX
18885859.2592955	2.84195314712932e-09	BREAKPOINTS	0.8740234375	chrX
19192536.3864971	2.91959976992584e-09	BREAKPOINTS	0.86732421875	chrX
19499213.5136986	2.88199332103317e-09	BREAKPOINTS	0.87083984375	chrX
19805890.6409002	2.72920673458245e-09	BREAKPOINTS	0.88263671875	chrX
20112567.7681018	2.47772492073569e-09	BREAKPOINTS	0.90169921875	chrX
20419244.8953033	2.16505991128971e-09	BREAKPOINTS	0.9209765625	chrX
20725922.0225049	1.84992312993834e-09	BREAKPOINTS	0.9392578125	chrX
21032599.1497065	1.60141230560816e-09	BREAKPOINTS	0.95013671875	chrX
21339276.276908	1.47797162789993e-09	BREAKPOINTS	0.95474609375	chrX
21645953.4041096	1.50517026647232e-09	BREAKPOINTS	0.9537890625	chrX
21952630.5313112	1.66772627314369e-09	BREAKPOINTS	0.9473046875	chrX
22259307.6585127	1.90345055689544e-09	BREAKPOINTS	0.93595703125	chrX
22565984.7857143	2.15343083150003e-09	BREAKPOINTS	0.921640625	chrX
22872661.9129158	2.3899342210647e-09	BREAKPOINTS	0.90716796875	chrX
23179339.0401174	2.62982982125032e-09	BREAKPOINTS	0.89015625	chrX
23486016.167319	2.92452472008346e-09	BREAKPOINTS	0.86693359375	chrX
23792693.2945205	3.32986516980484e-09	BREAKPOINTS	0.83080078125	chrX
24099370.4217221	3.8726099619931e-09	BREAKPOINTS	0.772734375	chrX
24406047.5489237	4.53169588761951e-09	BREAKPOINTS	0.69328125	chrX
24712724.6761252	5.24265067093063e-09	BREAKPOINTS	0.60162109375	chrX
25019401.8033268	5.91911887887321e-09	BREAKPOINTS	0.513125	chrX
25326078.9305284	6.47672660457781e-09	BREAKPOINTS	0.44009765625	chrX
25632756.0577299	6.84713879142066e-09	BREAKPOINTS	0.39248046875	chrX
25939433.1849315	6.98112263467563e-09	BREAKPOINTS	0.37576171875	chrX
26246110.3121331	6.84936124411273e-09	BREAKPOINTS	0.39220703125	chrX
26552787.4393346	6.45033717352733e-09	BREAKPOINTS	0.44365234375	chrX
26859464.5665362	5.82524084667307e-09	BREAKPOINTS	0.525546875	chrX
27166141.6937378	5.06843649222074e-09	BREAKPOINTS	0.62455078125	chrX
27472818.8209393	4.31867310832229e-09	BREAKPOINTS	0.719140625	chrX
27779495.9481409	3.72501912438238e-09	BREAKPOINTS	0.7896484375	chrX
28086173.0753425	3.4003537834085e-09	BREAKPOINTS	0.82408203125	chrX
28392850.202544	3.37434914781742e-09	BREAKPOINTS	0.82666015625	chrX
28699527.3297456	3.55091847706425e-09	BREAKPOINTS	0.8089453125	chrX
29006204.4569472	3.78535774291765e-09	BREAKPOINTS	0.78251953125	chrX
29312881.5841487	3.9325563671606e-09	BREAKPOINTS	0.76583984375	chrX
29619558.7113503	3.90365747477974e-09	BREAKPOINTS	0.76935546875	chrX
29926235.8385519	3.69385334752165e-09	BREAKPOINTS	0.79322265625	chrX
30232912.9657534	3.36983350121704e-09	BREAKPOINTS	0.8270703125	chrX
30539590.092955	3.02621369075419e-09	BREAKPOINTS	0.85810546875	chrX
30846267.2201566	2.73555067799837e-09	BREAKPOINTS	0.88203125	chrX
31152944.3473581	2.5176554124293e-09	BREAKPOINTS	0.8987109375	chrX
31459621.4745597	2.34100899220949e-09	BREAKPOINTS	0.91025390625	chrX
31766298.6017613	2.15061669505206e-09	BREAKPOINTS	0.92177734375	chrX
32072975.7289628	1.90359723783021e-09	BREAKPOINTS	0.93595703125	chrX
32379652.8561644	1.59289405053176e-09	BREAKPOINTS	0.95046875	chrX
32686329.9833659	1.24951742152191e-09	BREAKPOINTS	0.96181640625	chrX
32993007.1105675	9.27133021891977e-10	BREAKPOINTS	0.97015625	chrX
33299684.2377691	6.8105841810115e-10	BREAKPOINTS	0.9759765625	chrX
33606361.3649706	5.52835372880082e-10	BREAKPOINTS	0.97857421875	chrX
33913038.4921722	5.6418626760334e-10	BREAKPOINTS	0.97833984375	chrX
34219715.6193738	7.16995419454312e-10	BREAKPOINTS	0.97498046875	chrX
34526392.7465753	9.97268765751079e-10	BREAKPOINTS	0.96853515625	chrX
34833069.8737769	1.36562687585806e-09	BREAKPOINTS	0.95837890625	chrX
35139747.0009785	1.77562532673513e-09	BREAKPOINTS	0.943046875	chrX
35446424.12818	2.19257683953873e-09	BREAKPOINTS	0.9194921875	chrX
35753101.2553816	2.60921469544385e-09	BREAKPOINTS	0.89150390625	chrX
36059778.3825832	3.05265996459454e-09	BREAKPOINTS	0.85607421875	chrX
36366455.5097847	3.57163869833162e-09	BREAKPOINTS	0.806953125	chrX
36673132.6369863	4.20778875604499e-09	BREAKPOINTS	0.73296875	chrX
36979809.7641879	4.96650444420338e-09	BREAKPOINTS	0.63841796875	chrX
37286486.8913894	5.80405460673634e-09	BREAKPOINTS	0.52818359375	chrX
37593164.018591	6.63725689212479e-09	BREAKPOINTS	0.41921875	chrX
37899841.1457926	7.36787860384351e-09	BREAKPOINTS	0.33025390625	chrX
38206518.2729941	7.90682020163014e-09	BREAKPOINTS	0.27244140625	chrX
38513195.4001957	8.18743959469279e-09	BREAKPOINTS	0.245078125	chrX
38819872.5273973	8.16816667914537e-09	BREAKPOINTS	0.24708984375	chrX
39126549.6545988	7.8323320777597e-09	BREAKPOINTS	0.27958984375	chrX
39433226.7818004	7.19200062053387e-09	BREAKPOINTS	0.3503125	chrX
39739903.909002	6.29488407967412e-09	BREAKPOINTS	0.4633984375	chrX
40046581.0362035	5.22687907995447e-09	BREAKPOINTS	0.60365234375	chrX
40353258.1634051	4.10335094234592e-09	BREAKPOINTS	0.74599609375	chrX
40659935.2906066	3.0494689213084e-09	BREAKPOINTS	0.85630859375	chrX
40966612.4178082	2.18877156064909e-09	BREAKPOINTS	0.91970703125	chrX
41273289.5450098	1.58673638253408e-09	BREAKPOINTS	0.95080078125	chrX
41579966.6722113	1.26957165298373e-09	BREAKPOINTS	0.96125	chrX
41886643.7994129	1.22289311711467e-09	BREAKPOINTS	0.9625	chrX
42193320.9266145	1.39857265653412e-09	BREAKPOINTS	0.957265625	chrX
42499998.053816	1.72477003974399e-09	BREAKPOINTS	0.94513671875	chrX
42806675.1810176	2.11938535530336e-09	BREAKPOINTS	0.923671875	chrX
43113352.3082192	2.5057742253678e-09	BREAKPOINTS	0.8997265625	chrX
43420029.4354207	2.82670832210732e-09	BREAKPOINTS	0.8753515625	chrX
43726706.5626223	3.05182657690732e-09	BREAKPOINTS	0.85607421875	chrX
44033383.6898239	3.17663931500489e-09	BREAKPOINTS	0.8451171875	chrX
44340060.8170254	3.21517188440026e-09	BREAKPOINTS	0.841640625	chrX
44646737.944227	3.19014115891394e-09	BREAKPOINTS	0.8440625	chrX
44953415.0714286	3.12339210976686e-09	BREAKPOINTS	0.8497265625	chrX
45260092.1986301	3.02766414888861e-09	BREAKPOINTS	0.858046875	chrX
45566769.3258317	2.90115601377198e-09	BREAKPOINTS	0.8692578125	chrX
45873446.4530333	2.72804047482298e-09	BREAKPOINTS	0.882734375	chrX
46180123.5802348	2.48742907368369e-09	BREAKPOINTS	0.9009375	chrX
46486800.7074364	2.16836184683972e-09	BREAKPOINTS	0.9208203125	chrX
46793477.834638	1.78253620697221e-09	BREAKPOINTS	0.94267578125	chrX
47100154.9618395	1.36635781276611e-09	BREAKPOINTS	0.958359375	chrX
47406832.0890411	9.71582634633255e-10	BREAKPOINTS	0.9690625	chrX
47713509.2162427	6.38650323001591e-10	BREAKPOINTS	0.97685546875	chrX
48020186.3434442	3.87064365487175e-10	BREAKPOINTS	0.98322265625	chrX
48326863.4706458	2.15885739482368e-10	BREAKPOINTS	0.988359375	chrX
48633540.5978474	1.10663432067271e-10	BREAKPOINTS	0.992421875	chrX
48940217.7250489	5.22010149279802e-11	BREAKPOINTS	0.99615234375	chrX
49246894.8522505	2.31844041182724e-11	BREAKPOINTS	0.99984375	chrX
49553571.9794521	1.15334656582295e-11	BREAKPOINTS	1	chrX
49860249.1066536	1.14597124253964e-11	BREAKPOINTS	1	chrX
50166926.2338552	2.39591515695978e-11	BREAKPOINTS	0.9994921875	chrX
50473603.3610567	5.80996721542603e-11	BREAKPOINTS	0.9954296875	chrX
50780280.4882583	1.33403799657111e-10	BREAKPOINTS	0.9909765625	chrX
51086957.6154599	2.82190690561966e-10	BREAKPOINTS	0.9858984375	chrX
51393634.7426614	5.4933387086448e-10	BREAKPOINTS	0.978671875	chrX
51700311.869863	9.86324554655901e-10	BREAKPOINTS	0.9687109375	chrX
52006988.9970646	1.63787299970216e-09	BREAKPOINTS	0.94876953125	chrX
52313666.1242661	2.52301744938521e-09	BREAKPOINTS	0.89828125	chrX
52620343.2514677	3.61762176543113e-09	BREAKPOINTS	0.80181640625	chrX
52927020.3786693	4.84800072259853e-09	BREAKPOINTS	0.65494140625	chrX
53233697.5058708	6.1026454061588e-09	BREAKPOINTS	0.48873046875	chrX
53540374.6330724	7.25078114972134e-09	BREAKPOINTS	0.3438671875	chrX
53847051.760274	8.1950920207549e-09	BREAKPOINTS	0.24443359375	chrX
54153728.8874755	8.88510375459216e-09	BREAKPOINTS	0.184375	chrX
54460406.0146771	9.30648546134214e-09	BREAKPOINTS	0.1533984375	chrX
54767083.1418787	9.46661591180391e-09	BREAKPOINTS	0.14263671875	chrX
55073760.2690802	9.38335198855641e-09	BREAKPOINTS	0.14841796875	chrX
55380437.3962818	9.08645546393351e-09	BREAKPOINTS	0.16953125	chrX
55687114.5234834	8.62997565851152e-09	BREAKPOINTS	0.205703125	chrX
55993791.6506849	8.10539501634633e-09	BREAKPOINTS	0.253203125	chrX
56300468.7778865	7.64275429642356e-09	BREAKPOINTS	0.299453125	chrX
56607145.9050881	7.39057429925972e-09	BREAKPOINTS	0.32765625	chrX
56913823.0322896	7.47389405995647e-09	BREAKPOINTS	0.31818359375	chrX
57220500.1594912	7.94146170008489e-09	BREAKPOINTS	0.26890625	chrX
57527177.2866928	8.72436597120232e-09	BREAKPOINTS	0.197578125	chrX
57833854.4138943	9.63214283963809e-09	BREAKPOINTS	0.13197265625	chrX
58140531.5410959	1.04013494416675e-08	BREAKPOINTS	0.09068359375	chrX
58447208.6682975	1.07857734373065e-08	BREAKPOINTS	0.07478515625	chrX
58753885.795499	1.06496633998882e-08	BREAKPOINTS	0.08	chrX
59060562.9227006	1.00164192570811e-08	BREAKPOINTS	0.10990234375	chrX
59367240.0499021	9.04749732684261e-09	BREAKPOINTS	0.1718359375	chrX
59673917.1771037	7.97025945750847e-09	BREAKPOINTS	0.2659375	chrX
59980594.3043053	7.01045806857523e-09	BREAKPOINTS	0.37244140625	chrX
60287271.4315068	6.32225556293240e-09	BREAKPOINTS	0.46013671875	chrX
60593948.5587084	6.00882647789769e-09	BREAKPOINTS	0.50091796875	chrX
60900625.68591	6.1360827425882e-09	BREAKPOINTS	0.4843359375	chrX
61207302.8131115	6.71834984568026e-09	BREAKPOINTS	0.4083984375	chrX
61513979.9403131	7.68822783430699e-09	BREAKPOINTS	0.29419921875	chrX
61820657.0675147	8.88117680000177e-09	BREAKPOINTS	0.184609375	chrX
62127334.1947162	1.00608315081213e-08	BREAKPOINTS	0.10767578125	chrX
62434011.3219178	1.09844779462118e-08	BREAKPOINTS	0.06736328125	chrX
62740688.4491194	1.14804381800726e-08	BREAKPOINTS	0.05177734375	chrX
63047365.5763209	1.14999242064032e-08	BREAKPOINTS	0.05111328125	chrX
63354042.7035225	1.11198460602454e-08	BREAKPOINTS	0.06240234375	chrX
63660719.8307241	1.04989424317777e-08	BREAKPOINTS	0.08669921875	chrX
63967396.9579256	9.81086006311482e-09	BREAKPOINTS	0.12076171875	chrX
64274074.0851272	9.18413125967298e-09	BREAKPOINTS	0.16255859375	chrX
64580751.2123288	8.670881225344e-09	BREAKPOINTS	0.20208984375	chrX
64887428.3395303	8.25092832817685e-09	BREAKPOINTS	0.23962890625	chrX
65194105.4667319	7.86325073853661e-09	BREAKPOINTS	0.2767578125	chrX
65500782.5939335	7.44707781379644e-09	BREAKPOINTS	0.32126953125	chrX
65807459.721135	6.97270291163207e-09	BREAKPOINTS	0.37693359375	chrX
66114136.8483366	6.44834269808551e-09	BREAKPOINTS	0.44388671875	chrX
66420813.9755382	5.9086445576536e-09	BREAKPOINTS	0.51453125	chrX
66727491.1027397	5.38190567894276e-09	BREAKPOINTS	0.58396484375	chrX
67034168.2299413	4.87982325919298e-09	BREAKPOINTS	0.65046875	chrX
67340845.3571429	4.40617925651145e-09	BREAKPOINTS	0.7081640625	chrX
67647522.4843444	3.97484853648348e-09	BREAKPOINTS	0.76130859375	chrX
67954199.611546	3.62390754599249e-09	BREAKPOINTS	0.80107421875	chrX
68260876.7387476	3.41477425969011e-09	BREAKPOINTS	0.822578125	chrX
68567553.8659491	3.41479923515236e-09	BREAKPOINTS	0.822578125	chrX
68874230.9931507	3.67169135530225e-09	BREAKPOINTS	0.79568359375	chrX
69180908.1203523	4.19264018511987e-09	BREAKPOINTS	0.734921875	chrX
69487585.2475538	4.9376906404108e-09	BREAKPOINTS	0.64265625	chrX
69794262.3747554	5.8285652550407e-09	BREAKPOINTS	0.5250390625	chrX
70100939.5019569	6.76638166925555e-09	BREAKPOINTS	0.40205078125	chrX
70407616.6291585	7.64915341654716e-09	BREAKPOINTS	0.29859375	chrX
70714293.7563601	8.38316405396786e-09	BREAKPOINTS	0.2268359375	chrX
71020970.8835616	8.88807119966511e-09	BREAKPOINTS	0.1840234375	chrX
71327648.0107632	9.09981060776976e-09	BREAKPOINTS	0.168515625	chrX
71634325.1379648	8.97590009180172e-09	BREAKPOINTS	0.17697265625	chrX
71941002.2651663	8.50509503693898e-09	BREAKPOINTS	0.2151953125	chrX
72247679.3923679	7.71814791776203e-09	BREAKPOINTS	0.29126953125	chrX
72554356.5195695	6.69605374403596e-09	BREAKPOINTS	0.41169921875	chrX
72861033.646771	5.58826274735136e-09	BREAKPOINTS	0.5565625	chrX
73167710.7739726	4.54482055275158e-09	BREAKPOINTS	0.69173828125	chrX
73474387.9011742	3.69460927635681e-09	BREAKPOINTS	0.79318359375	chrX
73781065.0283757	3.11252845318437e-09	BREAKPOINTS	0.8506640625	chrX
74087742.1555773	2.80639747924961e-09	BREAKPOINTS	0.8766015625	chrX
74394419.2827789	2.72975067630723e-09	BREAKPOINTS	0.88259765625	chrX
74701096.4099804	2.81263786991068e-09	BREAKPOINTS	0.87623046875	chrX
75007773.537182	2.99251476160108e-09	BREAKPOINTS	0.86103515625	chrX
75314450.6643836	3.22838448500044e-09	BREAKPOINTS	0.84037109375	chrX
75621127.7915851	3.49341620425086e-09	BREAKPOINTS	0.81486328125	chrX
75927804.9187867	3.75639907539487e-09	BREAKPOINTS	0.78587890625	chrX
76234482.0459883	3.97006796155961e-09	BREAKPOINTS	0.761796875	chrX
76541159.1731898	4.07893715900030e-09	BREAKPOINTS	0.74890625	chrX
76847836.3003914	4.04435380536669e-09	BREAKPOINTS	0.75283203125	chrX
77154513.4275929	3.87054299741958e-09	BREAKPOINTS	0.773046875	chrX
77461190.5547945	3.61258188769754e-09	BREAKPOINTS	0.80220703125	chrX
77767867.6819961	3.35792266686991e-09	BREAKPOINTS	0.82826171875	chrX
78074544.8091976	3.19007054504579e-09	BREAKPOINTS	0.8440625	chrX
78381221.9363992	3.15452126832751e-09	BREAKPOINTS	0.8471875	chrX
78687899.0636008	3.24717390798839e-09	BREAKPOINTS	0.83880859375	chrX
78994576.1908024	3.41673121437626e-09	BREAKPOINTS	0.8223828125	chrX
79301253.3180039	3.60047498663102e-09	BREAKPOINTS	0.8038671875	chrX
79607930.4452055	3.74990299583026e-09	BREAKPOINTS	0.786796875	chrX
79914607.572407	3.83286658632863e-09	BREAKPOINTS	0.77677734375	chrX
80221284.6996086	3.8288686216216e-09	BREAKPOINTS	0.7773828125	chrX
80527961.8268102	3.72286414525335e-09	BREAKPOINTS	0.78994140625	chrX
80834638.9540117	3.5046289823389e-09	BREAKPOINTS	0.81365234375	chrX
81141316.0812133	3.17532827003201e-09	BREAKPOINTS	0.845234375	chrX
81447993.2084149	2.75733452593305e-09	BREAKPOINTS	0.880546875	chrX
81754670.3356164	2.30058501679174e-09	BREAKPOINTS	0.91287109375	chrX
82061347.462818	1.87998016524863e-09	BREAKPOINTS	0.9375	chrX
82368024.5900196	1.58227672941162e-09	BREAKPOINTS	0.951015625	chrX
82674701.7172211	1.48502798368944e-09	BREAKPOINTS	0.95447265625	chrX
82981378.8444227	1.63259590053854e-09	BREAKPOINTS	0.94896484375	chrX
83288055.9716243	2.01541004317131e-09	BREAKPOINTS	0.9294921875	chrX
83594733.0988258	2.55967336880668e-09	BREAKPOINTS	0.89546875	chrX
83901410.2260274	3.13512217058863e-09	BREAKPOINTS	0.8488671875	chrX
84208087.353229	3.58520136930498e-09	BREAKPOINTS	0.805625	chrX
84514764.4804305	3.77470972824101e-09	BREAKPOINTS	0.783671875	chrX
84821441.6076321	3.6377895054766e-09	BREAKPOINTS	0.799375	chrX
85128118.7348337	3.19508513806511e-09	BREAKPOINTS	0.84357421875	chrX
85434795.8620352	2.58257736205644e-09	BREAKPOINTS	0.89369140625	chrX
85741472.9892368	1.95139555800025e-09	BREAKPOINTS	0.93318359375	chrX
86048150.1164384	1.43269564220432e-09	BREAKPOINTS	0.956328125	chrX
86354827.2436399	1.11009403134459e-09	BREAKPOINTS	0.96560546875	chrX
86661504.3708415	1.01252911944267e-09	BREAKPOINTS	0.96822265625	chrX
86968181.498043	1.12184904140024e-09	BREAKPOINTS	0.96541015625	chrX
87274858.6252446	1.38682990863986e-09	BREAKPOINTS	0.95767578125	chrX
87581535.7524462	1.7396454747543e-09	BREAKPOINTS	0.94453125	chrX
87888212.8796477	2.11377923540307e-09	BREAKPOINTS	0.92390625	chrX
88194890.0068493	2.46102131239486e-09	BREAKPOINTS	0.90298828125	chrX
88501567.1340509	2.76226131404491e-09	BREAKPOINTS	0.8801171875	chrX
88808244.2612524	3.02706329276841e-09	BREAKPOINTS	0.85806640625	chrX
89114921.388454	3.28217537566073e-09	BREAKPOINTS	0.83552734375	chrX
89421598.5156556	3.55577096020332e-09	BREAKPOINTS	0.80845703125	chrX
89728275.6428571	3.8666410799054e-09	BREAKPOINTS	0.77341796875	chrX
90034952.7700587	4.22295848545844e-09	BREAKPOINTS	0.73078125	chrX
90341629.8972603	4.62674980878462e-09	BREAKPOINTS	0.68150390625	chrX
90648307.0244618	5.07485463642263e-09	BREAKPOINTS	0.62375	chrX
90954984.1516634	5.55006402302037e-09	BREAKPOINTS	0.56080078125	chrX
91261661.278865	6.00409871392224e-09	BREAKPOINTS	0.501484375	chrX
91568338.4060665	6.34312752233046e-09	BREAKPOINTS	0.457109375	chrX
91875015.5332681	6.46114431919852e-09	BREAKPOINTS	0.44197265625	chrX
92181692.6604697	6.27218981635145e-09	BREAKPOINTS	0.46630859375	chrX
92488369.7876712	5.75017273330544e-09	BREAKPOINTS	0.5358984375	chrX
92795046.9148728	4.94712110230286e-09	BREAKPOINTS	0.6412890625	chrX
93101724.0420744	3.9809781872102e-09	BREAKPOINTS	0.76052734375	chrX
93408401.1692759	3.00041890337884e-09	BREAKPOINTS	0.8603125	chrX
93715078.2964775	2.14505989533678e-09	BREAKPOINTS	0.9222265625	chrX
94021755.4236791	1.51802708591999e-09	BREAKPOINTS	0.953359375	chrX
94328432.5508806	1.1770275229265e-09	BREAKPOINTS	0.96388671875	chrX
94635109.6780822	1.13823896084162e-09	BREAKPOINTS	0.9648828125	chrX
94941786.8052838	1.3821636974509e-09	BREAKPOINTS	0.9578515625	chrX
95248463.9324853	1.85453656075018e-09	BREAKPOINTS	0.93896484375	chrX
95555141.0596869	2.46471499937101e-09	BREAKPOINTS	0.9026953125	chrX
95861818.1868885	3.09135350366591e-09	BREAKPOINTS	0.852890625	chrX
96168495.31409	3.6041565592338e-09	BREAKPOINTS	0.8034765625	chrX
96475172.4412916	3.90012930566705e-09	BREAKPOINTS	0.76978515625	chrX
96781849.5684931	3.93925752258855e-09	BREAKPOINTS	0.76513671875	chrX
97088526.6956947	3.75844518161095e-09	BREAKPOINTS	0.785546875	chrX
97395203.8228963	3.4511259458069e-09	BREAKPOINTS	0.8189453125	chrX
97701880.9500978	3.12176762610108e-09	BREAKPOINTS	0.84982421875	chrX
98008558.0772994	2.83371768043281e-09	BREAKPOINTS	0.87474609375	chrX
98315235.204501	2.58614534729986e-09	BREAKPOINTS	0.8934765625	chrX
98621912.3317025	2.34535943612993e-09	BREAKPOINTS	0.91005859375	chrX
98928589.4589041	2.08362289783814e-09	BREAKPOINTS	0.92580078125	chrX
99235266.5861057	1.80780014401931e-09	BREAKPOINTS	0.94125	chrX
99541943.7133072	1.56459899499561e-09	BREAKPOINTS	0.95166015625	chrX
99848620.8405088	1.42485722567764e-09	BREAKPOINTS	0.95658203125	chrX
100155297.96771	1.46071007962668e-09	BREAKPOINTS	0.9553515625	chrX
100461975.094912	1.73243924600804e-09	BREAKPOINTS	0.94484375	chrX
100768652.222113	2.29771275148185e-09	BREAKPOINTS	0.913046875	chrX
101075329.349315	3.24683969842212e-09	BREAKPOINTS	0.83884765625	chrX
101382006.476517	4.75395408937702e-09	BREAKPOINTS	0.6663671875	chrX
101688683.603718	7.11669270024449e-09	BREAKPOINTS	0.35921875	chrX
101995360.73092	1.07422626235993e-08	BREAKPOINTS	0.07642578125	chrX
102302037.858121	1.60392415854336e-08	BREAKPOINTS	0.00271484374999997	chrX
102608714.985323	2.32065208457695e-08	BREAKPOINTS	0	chrX
102915392.112524	3.1974996789679e-08	BREAKPOINTS	0	chrX
103222069.239726	4.14281387703337e-08	BREAKPOINTS	0	chrX
103528746.366928	5.00517927398752e-08	BREAKPOINTS	0	chrX
103835423.494129	5.60603154436341e-08	BREAKPOINTS	0	chrX
104142100.621331	5.78583119613256e-08	BREAKPOINTS	0	chrX
104448777.748532	5.52203234702231e-08	BREAKPOINTS	0	chrX
104755454.875734	4.88662779122966e-08	BREAKPOINTS	0	chrX
105062132.002935	4.0263649804258e-08	BREAKPOINTS	0	chrX
105368809.130137	3.10847891068103e-08	BREAKPOINTS	0	chrX
105675486.257339	2.27082758621927e-08	BREAKPOINTS	0	chrX
105982163.38454	1.59504902374621e-08	BREAKPOINTS	0.00289062500000004	chrX
106288840.511742	1.10578625823656e-08	BREAKPOINTS	0.06435546875	chrX
106595517.638943	7.86986102499174e-09	BREAKPOINTS	0.2759765625	chrX
106902194.766145	6.02829831459022e-09	BREAKPOINTS	0.498203125	chrX
107208871.893346	5.14351547587112e-09	BREAKPOINTS	0.61525390625	chrX
107515549.020548	4.88548624513719e-09	BREAKPOINTS	0.64947265625	chrX
107822226.147749	5.01023051538081e-09	BREAKPOINTS	0.6321484375	chrX
108128903.274951	5.34765003232981e-09	BREAKPOINTS	0.58818359375	chrX
108435580.402153	5.77444641310619e-09	BREAKPOINTS	0.532421875	chrX
108742257.529354	6.18808574881053e-09	BREAKPOINTS	0.47791015625	chrX
