seqnames start end CI.start CI.end genoT filenames
chr2 56877205 56952279 56559520 57615350 ww-cc blm-1-single-c10-w19_.trimmed.mdup.bam.RData.5
chr5 96170701 96191708 95947468 96893460 ww-cc blm-1-single-c10-w19_.trimmed.mdup.bam.RData.6
chr6 4932087 4954385 4473806 5497363 ww-cc blm-1-single-c10-w19_.trimmed.mdup.bam.RData.7
chr7 57609764 57647436 57360078 57870903 ww-wc blm-1-single-c10-w19_.trimmed.mdup.bam.RData.8
chr7 63786751 63982610 60438524 64056040 wc-ww blm-1-single-c10-w19_.trimmed.mdup.bam.RData.9
chr9 38383777 38384445 38281538 42730535 ww-wc blm-1-single-c10-w19_.trimmed.mdup.bam.RData.10
chr9 68572559 68579632 62729163 68727656 wc-ww blm-1-single-c10-w19_.trimmed.mdup.bam.RData.11
chr12 62852059 62876967 62760545 63107077 cc-wc blm-1-single-c10-w19_.trimmed.mdup.bam.RData.12
chr12 64983941 65516350 63107003 65633558 wc-cc blm-1-single-c10-w19_.trimmed.mdup.bam.RData.13
chr13 50295710 50365706 49864727 50915966 cc-ww blm-1-single-c10-w19_.trimmed.mdup.bam.RData.14
chr15 60799075 60827465 60741347 60904515 ww-wc blm-1-single-c10-w19_.trimmed.mdup.bam.RData.15
chr15 72572290 72580112 72523747 72620190 wc-ww blm-1-single-c10-w19_.trimmed.mdup.bam.RData.16
chr15 74104549 74106640 74049559 74182962 ww-wc blm-1-single-c10-w19_.trimmed.mdup.bam.RData.17
chr15 89346773 89377425 89325378 89455796 wc-ww blm-1-single-c10-w19_.trimmed.mdup.bam.RData.18
chr16 9584309 9707329 9260706 10145161 ww-cc blm-1-single-c10-w19_.trimmed.mdup.bam.RData.19
chr16 32026456 32097288 31946333 32830429 cc-wc blm-1-single-c10-w19_.trimmed.mdup.bam.RData.20
chr16 34086359 34151992 32948204 34588228 wc-ww blm-1-single-c10-w19_.trimmed.mdup.bam.RData.21
chr16 46401555 46469754 46400086 46583864 ww-cc blm-1-single-c10-w19_.trimmed.mdup.bam.RData.22
chr21 13517901 13550704 10572028 13828858 wc-cc blm-1-single-c10-w19_.trimmed.mdup.bam.RData.23
chrX 37710944 37726430 36981009 38157936 ww-cc blm-1-single-c10-w19_.trimmed.mdup.bam.RData.24
chrX 131982267 132057087 131454090 132470042 cc-ww blm-1-single-c10-w19_.trimmed.mdup.bam.RData.25
chr1 96077673 96222611 95112795 96988216 ww-cc blm-1-single-c10-w30_.trimmed.mdup.bam.RData.1
chr1 121736837 121767707 121403810 122774351 cc-wc blm-1-single-c10-w30_.trimmed.mdup.bam.RData.2
chr1 148501876 149105399 147440117 150134032 wc-cc blm-1-single-c10-w30_.trimmed.mdup.bam.RData.3
chr8 5563532 5565457 5482710 5581070 cc-wc blm-1-single-c10-w30_.trimmed.mdup.bam.RData.4
chr8 31939867 31966946 31488374 32203912 wc-ww blm-1-single-c10-w30_.trimmed.mdup.bam.RData.5
chr9 130761152 130831287 130345132 131413599 cc-ww blm-1-single-c10-w30_.trimmed.mdup.bam.RData.6
chr11 125061239 125078011 124917371 125154415 cc-wc blm-1-single-c10-w30_.trimmed.mdup.bam.RData.7
chr12 59639394 60412329 59489551 63872806 cc-wc blm-1-single-c10-w30_.trimmed.mdup.bam.RData.8
chr12 63857783 64157060 63127967 64262472 wc-cc blm-1-single-c10-w30_.trimmed.mdup.bam.RData.9
chr15 72048361 72675927 71976401 72734984 ww-wc blm-1-single-c10-w30_.trimmed.mdup.bam.RData.10
chr15 74371212 74516534 73768689 74545579 wc-ww blm-1-single-c10-w30_.trimmed.mdup.bam.RData.11
chr16 34084810 34571752 32535241 34592772 ww-cc blm-1-single-c10-w30_.trimmed.mdup.bam.RData.12
chr16 46400942 48101391 46390609 48827770 cc-ww blm-1-single-c10-w30_.trimmed.mdup.bam.RData.13
chr17 26795977 26881253 26620020 26944924 ww-wc blm-1-single-c10-w30_.trimmed.mdup.bam.RData.14
chr17 27323006 28024078 26798601 28203445 wc-ww blm-1-single-c10-w30_.trimmed.mdup.bam.RData.15
chr18 37909536 37927581 37522917 38566504 cc-ww blm-1-single-c10-w30_.trimmed.mdup.bam.RData.16
chr21 15502257 15505475 9746903 15697193 wc-ww blm-1-single-c10-w30_.trimmed.mdup.bam.RData.17
chr22 23256131 23290420 22620627 24180946 ww-cc blm-1-single-c10-w30_.trimmed.mdup.bam.RData.18
chr1 146047665 146329368 145838940 146978586 ww-cc blm-1-single-c10-w31_.trimmed.mdup.bam.RData.1
chr1 148438196 149148246 148090520 150074098 cc-ww blm-1-single-c10-w31_.trimmed.mdup.bam.RData.2
chr3 47336193 47380824 47063258 47870132 cc-ww blm-1-single-c10-w31_.trimmed.mdup.bam.RData.3
chr3 180368299 180395614 180085841 181114473 ww-cc blm-1-single-c10-w31_.trimmed.mdup.bam.RData.4
chr5 45536990 46824588 45470664 49657604 ww-wc blm-1-single-c10-w31_.trimmed.mdup.bam.RData.5
chr5 50242601 51460372 49600828 51595278 wc-ww blm-1-single-c10-w31_.trimmed.mdup.bam.RData.6
chr6 105012572 105038431 104548608 105399558 ww-cc blm-1-single-c10-w31_.trimmed.mdup.bam.RData.7
chr8 6679285 7120451 6662608 7360606 ww-wc blm-1-single-c10-w31_.trimmed.mdup.bam.RData.8
chr8 7861474 8324566 7367246 8388437 wc-ww blm-1-single-c10-w31_.trimmed.mdup.bam.RData.9
chr9 134430918 134469007 134339560 134858214 cc-ww blm-1-single-c10-w31_.trimmed.mdup.bam.RData.10
chr12 30633082 30652643 30516392 31037715 cc-ww blm-1-single-c10-w31_.trimmed.mdup.bam.RData.11
chr14 39075073 39114624 38865680 39150837 cc-ww blm-1-single-c10-w31_.trimmed.mdup.bam.RData.12
chr15 40957607 40983401 40902692 41278567 ww-wc blm-1-single-c10-w31_.trimmed.mdup.bam.RData.13
chr16 34274950 34572090 32635198 34591719 cc-ww blm-1-single-c10-w31_.trimmed.mdup.bam.RData.14
chr16 46401552 46409637 46394806 46781823 ww-cc blm-1-single-c10-w31_.trimmed.mdup.bam.RData.15
chr17 26861970 26881362 26775924 26885890 cc-wc blm-1-single-c10-w31_.trimmed.mdup.bam.RData.16
chr17 27627818 28237366 26861895 28268899 wc-cc blm-1-single-c10-w31_.trimmed.mdup.bam.RData.17
chr19 14359096 14397611 14255942 14820835 cc-ww blm-1-single-c10-w31_.trimmed.mdup.bam.RData.18
chr20 25868919 26575036 25722904 28628019 cc-wc blm-1-single-c10-w31_.trimmed.mdup.bam.RData.19
chr20 30418031 30936470 29883781 30981611 wc-cc blm-1-single-c10-w31_.trimmed.mdup.bam.RData.20
chr21 14036422 14942326 10755707 15029813 wc-ww blm-1-single-c10-w31_.trimmed.mdup.bam.RData.21
chr1 119962549 120487714 119797956 122756275 ww-wc blm-1-single-c10-w33_.trimmed.mdup.bam.RData.1
chr1 148931838 148980255 147775507 149916418 wc-ww blm-1-single-c10-w33_.trimmed.mdup.bam.RData.2
chr6 50064401 50068597 49983692 50200093 wc-ww blm-1-single-c10-w33_.trimmed.mdup.bam.RData.3
chr7 23157240 23224946 22969420 23474781 ww-wc blm-1-single-c10-w33_.trimmed.mdup.bam.RData.4
chr9 19865672 19872007 19796537 19967610 wc-cc blm-1-single-c10-w33_.trimmed.mdup.bam.RData.5
chr9 19991354 20005515 19420954 20191417 cc-wc blm-1-single-c10-w33_.trimmed.mdup.bam.RData.6
chr9 20188977 20208903 20099791 20263715 wc-cc blm-1-single-c10-w33_.trimmed.mdup.bam.RData.7
chr9 38345338 39025559 38282173 40592012 cc-wc blm-1-single-c10-w33_.trimmed.mdup.bam.RData.8
chr9 66978905 68908576 63867528 69001716 wc-cc blm-1-single-c10-w33_.trimmed.mdup.bam.RData.9
chr12 37149924 37277980 34716890 37816112 ww-cc blm-1-single-c10-w33_.trimmed.mdup.bam.RData.10
chr13 40970301 40974005 40875572 41099930 ww-wc blm-1-single-c10-w33_.trimmed.mdup.bam.RData.11
chr14 82537859 82589953 81935384 83162552 cc-ww blm-1-single-c10-w33_.trimmed.mdup.bam.RData.12
chr15 72201289 72531456 72164577 72826605 cc-wc blm-1-single-c10-w33_.trimmed.mdup.bam.RData.13
chr15 74250594 74431780 73679133 74485578 wc-cc blm-1-single-c10-w33_.trimmed.mdup.bam.RData.14
chr16 34274790 34572627 32461303 34583757 ww-cc blm-1-single-c10-w33_.trimmed.mdup.bam.RData.15
chr16 46400909 46886957 46390473 47530506 cc-ww blm-1-single-c10-w33_.trimmed.mdup.bam.RData.16
chr17 34242738 34319706 33602778 34796876 ww-cc blm-1-single-c10-w33_.trimmed.mdup.bam.RData.17
chr20 25388620 25538588 25327436 29042830 ww-wc blm-1-single-c10-w33_.trimmed.mdup.bam.RData.18
chr20 30423609 30837278 29859586 30967754 wc-ww blm-1-single-c10-w33_.trimmed.mdup.bam.RData.19
chr21 14707136 14718598 10381094 14824722 wc-cc blm-1-single-c10-w33_.trimmed.mdup.bam.RData.20
chr1 9748143 9766200 9607539 10089305 cc-ww blm-1-single-c10-w34_.trimmed.mdup.bam.RData.1
chr1 28537082 28544457 28192082 28679829 ww-cc blm-1-single-c10-w34_.trimmed.mdup.bam.RData.2
chr1 66456036 66560853 66276868 66926461 cc-ww blm-1-single-c10-w34_.trimmed.mdup.bam.RData.3
chr1 167373292 167396284 166939705 167845163 ww-cc blm-1-single-c10-w34_.trimmed.mdup.bam.RData.4
chr2 109549466 109963846 109490246 110358127 cc-wc blm-1-single-c10-w34_.trimmed.mdup.bam.RData.5
chr2 110848339 112293232 109767158 112450479 wc-cc blm-1-single-c10-w34_.trimmed.mdup.bam.RData.6
chr3 15503568 15525467 15088894 15700616 ww-cc blm-1-single-c10-w34_.trimmed.mdup.bam.RData.7
chr4 58807534 58941105 58475642 59135601 cc-ww blm-1-single-c10-w34_.trimmed.mdup.bam.RData.8
chr4 160702636 160818473 160253957 161424142 ww-cc blm-1-single-c10-w34_.trimmed.mdup.bam.RData.9
chr5 95097587 95148949 94489361 95723625 ww-cc blm-1-single-c10-w34_.trimmed.mdup.bam.RData.10
chr7 128705173 128718233 128624152 129108890 cc-ww blm-1-single-c10-w34_.trimmed.mdup.bam.RData.11
chr8 2653593 2660606 2565636 2793074 wc-cc blm-1-single-c10-w34_.trimmed.mdup.bam.RData.12
chr8 57646497 57650084 57589787 57705080 cc-wc blm-1-single-c10-w34_.trimmed.mdup.bam.RData.13
chr8 61819932 61854095 61781848 61889173 wc-ww blm-1-single-c10-w34_.trimmed.mdup.bam.RData.14
chr9 35666783 35709131 35280969 35990770 cc-ww blm-1-single-c10-w34_.trimmed.mdup.bam.RData.15
chr11 134047673 134065712 134030040 134340090 ww-wc blm-1-single-c10-w34_.trimmed.mdup.bam.RData.16
chr12 62679113 62920598 62539905 63316713 ww-wc blm-1-single-c10-w34_.trimmed.mdup.bam.RData.17
chr12 65083939 65467128 63379916 65624843 wc-ww blm-1-single-c10-w34_.trimmed.mdup.bam.RData.18
chr15 60787071 60818407 60729467 60869619 ww-wc blm-1-single-c10-w34_.trimmed.mdup.bam.RData.19
chr15 72630898 72665972 72578054 72690109 wc-ww blm-1-single-c10-w34_.trimmed.mdup.bam.RData.20
chr15 74123325 74123443 74105992 74150041 ww-wc blm-1-single-c10-w34_.trimmed.mdup.bam.RData.21
chr15 89349474 89357197 89324758 89413043 wc-ww blm-1-single-c10-w34_.trimmed.mdup.bam.RData.22
chr16 46400164 46472176 46380958 46809220 cc-ww blm-1-single-c10-w34_.trimmed.mdup.bam.RData.23
chr20 44230658 44250193 43891889 44477113 cc-ww blm-1-single-c10-w34_.trimmed.mdup.bam.RData.24
chr21 13231580 13362136 10697902 13544808 wc-ww blm-1-single-c10-w34_.trimmed.mdup.bam.RData.25
chrX 109284539 109302239 108761042 109799086 cc-ww blm-1-single-c10-w34_.trimmed.mdup.bam.RData.26
chr1 120350418 122662017 119900616 122884746 ww-wc blm-1-single-c10-w37_.trimmed.mdup.bam.RData.1
chr1 148834317 149960608 147647152 150193318 wc-ww blm-1-single-c10-w37_.trimmed.mdup.bam.RData.2
chr2 113780429 113836852 113445346 114795742 ww-cc blm-1-single-c10-w37_.trimmed.mdup.bam.RData.3
chr3 142295008 142358189 141768628 143574323 cc-ww blm-1-single-c10-w37_.trimmed.mdup.bam.RData.4
chr3 183165824 183170570 183002479 183900131 ww-cc blm-1-single-c10-w37_.trimmed.mdup.bam.RData.5
chr8 72103240 72182764 71893216 72363107 wc-cc blm-1-single-c10-w37_.trimmed.mdup.bam.RData.6
chr9 39017934 40889516 38739794 41032707 cc-wc blm-1-single-c10-w37_.trimmed.mdup.bam.RData.7
chr9 64127951 64777686 63818801 67052238 wc-cc blm-1-single-c10-w37_.trimmed.mdup.bam.RData.8
chr11 49959630 50143607 48610790 50355962 ww-cc blm-1-single-c10-w37_.trimmed.mdup.bam.RData.9
chr11 50335468 55568393 50098426 56551262 cc-ww blm-1-single-c10-w37_.trimmed.mdup.bam.RData.10
chr12 60291043 60419164 60181754 60778267 cc-wc blm-1-single-c10-w37_.trimmed.mdup.bam.RData.11
chr12 63821413 63830890 62975584 64013921 wc-ww blm-1-single-c10-w37_.trimmed.mdup.bam.RData.12
chr13 45039917 45061959 44854208 45322639 ww-cc blm-1-single-c10-w37_.trimmed.mdup.bam.RData.13
chr15 60822230 60841354 60674234 60934694 ww-wc blm-1-single-c10-w37_.trimmed.mdup.bam.RData.14
chr20 4659942 4680952 4063156 4776072 ww-cc blm-1-single-c10-w37_.trimmed.mdup.bam.RData.15
chr1 105057678 105111445 104093635 105918322 ww-cc blm-1-single-c10-w38_.trimmed.mdup.bam.RData.1
chr1 120027855 120497487 119925887 123682110 cc-wc blm-1-single-c10-w38_.trimmed.mdup.bam.RData.2
chr1 148485666 149563276 148134856 149845593 wc-cc blm-1-single-c10-w38_.trimmed.mdup.bam.RData.3
chr8 75270724 76147487 75109498 76216000 ww-wc blm-1-single-c10-w38_.trimmed.mdup.bam.RData.4
chr8 77553275 79441151 76996187 79562936 wc-ww blm-1-single-c10-w38_.trimmed.mdup.bam.RData.5
chr9 121941531 121956248 121727229 122809463 cc-ww blm-1-single-c10-w38_.trimmed.mdup.bam.RData.6
chr9 130801216 130827527 130530435 131236907 ww-cc blm-1-single-c10-w38_.trimmed.mdup.bam.RData.7
chr11 102219914 104223503 98773214 107104641 cc-ww blm-1-single-c10-w38_.trimmed.mdup.bam.RData.8
chr16 69002676 69031325 68031693 69628967 ww-cc blm-1-single-c10-w38_.trimmed.mdup.bam.RData.9
chr17 30360523 30409684 29531912 30879090 ww-cc blm-1-single-c10-w38_.trimmed.mdup.bam.RData.10
chr1 74256277 74287554 73914392 74751811 ww-cc blm-1-single-c10-w41_.trimmed.mdup.bam.RData.1
chr1 110514302 110547447 110222005 110909670 cc-ww blm-1-single-c10-w41_.trimmed.mdup.bam.RData.2
chr1 146040143 146329066 145819154 147126575 ww-cc blm-1-single-c10-w41_.trimmed.mdup.bam.RData.3
chr1 149985098 150142458 146172601 150408118 cc-ww blm-1-single-c10-w41_.trimmed.mdup.bam.RData.4
chr1 193749117 193786894 193363148 194238612 ww-cc blm-1-single-c10-w41_.trimmed.mdup.bam.RData.5
chr3 84377262 84436279 83895397 84842416 ww-cc blm-1-single-c10-w41_.trimmed.mdup.bam.RData.6
chr5 63970623 63997268 63570544 64386729 ww-cc blm-1-single-c10-w41_.trimmed.mdup.bam.RData.7
chr6 64199062 64216101 63883764 64621906 cc-ww blm-1-single-c10-w41_.trimmed.mdup.bam.RData.8
chr8 72121487 72153864 72018317 72196955 wc-cc blm-1-single-c10-w41_.trimmed.mdup.bam.RData.9
chr8 102827440 102847100 102622559 103107118 cc-ww blm-1-single-c10-w41_.trimmed.mdup.bam.RData.10
chr9 39049674 39083583 38982098 40890399 ww-wc blm-1-single-c10-w41_.trimmed.mdup.bam.RData.11
chr9 67399248 68397530 63343011 68455333 wc-ww blm-1-single-c10-w41_.trimmed.mdup.bam.RData.12
chr10 67016014 67046962 66717772 67485186 ww-cc blm-1-single-c10-w41_.trimmed.mdup.bam.RData.13
chr11 14318328 14360774 14290917 14417793 wc-cc blm-1-single-c10-w41_.trimmed.mdup.bam.RData.14
chr11 75329487 75330324 75207451 75350172 cc-wc blm-1-single-c10-w41_.trimmed.mdup.bam.RData.15
chr12 62622956 62878133 62583077 63134238 cc-wc blm-1-single-c10-w41_.trimmed.mdup.bam.RData.16
chr12 64989690 65317269 62866716 65398952 wc-cc blm-1-single-c10-w41_.trimmed.mdup.bam.RData.17
chr14 91605342 91649642 91477668 91982804 cc-ww blm-1-single-c10-w41_.trimmed.mdup.bam.RData.18
chr14 101922145 101934824 101622973 102019473 ww-cc blm-1-single-c10-w41_.trimmed.mdup.bam.RData.19
chr15 23481065 23495834 20399850 23530232 wc-cc blm-1-single-c10-w41_.trimmed.mdup.bam.RData.20
chr15 72681704 72685937 72619033 72751657 cc-wc blm-1-single-c10-w41_.trimmed.mdup.bam.RData.21
chr15 74100223 74110840 74038357 74156317 wc-cc blm-1-single-c10-w41_.trimmed.mdup.bam.RData.22
chr16 34278885 34571508 34169754 34591060 ww-cc blm-1-single-c10-w41_.trimmed.mdup.bam.RData.23
chr16 46401242 46431558 46390656 46790799 cc-ww blm-1-single-c10-w41_.trimmed.mdup.bam.RData.24
chr20 26336128 28495062 26255645 28825119 ww-wc blm-1-single-c10-w41_.trimmed.mdup.bam.RData.25
chr20 31547141 31627587 29858370 31676820 wc-ww blm-1-single-c10-w41_.trimmed.mdup.bam.RData.26
chr21 18617039 18673076 18103484 19084977 cc-ww blm-1-single-c10-w41_.trimmed.mdup.bam.RData.27
chr1 146030927 146325646 145890525 147152379 cc-wc blm-1-single-c5-w11-3d6_S111_.trimmed.mdup.bam.RData.1
chr1 151406227 151488194 151370906 151757029 wc-cc blm-1-single-c5-w11-3d6_S111_.trimmed.mdup.bam.RData.2
chr2 98083898 98227302 97647700 98901633 cc-ww blm-1-single-c5-w11-3d6_S111_.trimmed.mdup.bam.RData.3
chr6 31539710 31558668 31499115 170610191 cc-wc blm-1-single-c5-w11-3d6_S111_.trimmed.mdup.bam.RData.4
chr6 31775145 31957094 155951 32192792 wc-cc blm-1-single-c5-w11-3d6_S111_.trimmed.mdup.bam.RData.5
chr8 70669071 70710408 70614053 71191567 wc-ww blm-1-single-c5-w11-3d6_S111_.trimmed.mdup.bam.RData.6
chr9 37965580 38343958 37793043 42267108 ww-wc blm-1-single-c5-w11-3d6_S111_.trimmed.mdup.bam.RData.7
chr9 68331294 68503929 63388113 68605214 wc-ww blm-1-single-c5-w11-3d6_S111_.trimmed.mdup.bam.RData.8
chr10 44959339 46055903 44882122 46144127 ww-wc blm-1-single-c5-w11-3d6_S111_.trimmed.mdup.bam.RData.9
chr10 46555061 47194802 14842 47284377 wc-ww blm-1-single-c5-w11-3d6_S111_.trimmed.mdup.bam.RData.10
chr12 112584984 112606870 112180076 112978470 ww-cc blm-1-single-c5-w11-3d6_S111_.trimmed.mdup.bam.RData.11
chr15 60827652 60827940 60682698 60882626 cc-wc blm-1-single-c5-w11-3d6_S111_.trimmed.mdup.bam.RData.12
chr15 89270207 89322334 89241748 89377196 wc-cc blm-1-single-c5-w11-3d6_S111_.trimmed.mdup.bam.RData.13
chr16 31725212 32399620 31179815 34594695 ww-cc blm-1-single-c5-w11-3d6_S111_.trimmed.mdup.bam.RData.14
chr16 46401067 46596222 46389695 46917771 cc-ww blm-1-single-c5-w11-3d6_S111_.trimmed.mdup.bam.RData.15
chr19 2766040 2804512 2579573 3078338 cc-ww blm-1-single-c5-w11-3d6_S111_.trimmed.mdup.bam.RData.16
chr20 25673564 28563125 25543853 28647884 ww-wc blm-1-single-c5-w11-3d6_S111_.trimmed.mdup.bam.RData.17
chr20 30552193 30975356 28814774 31381800 wc-ww blm-1-single-c5-w11-3d6_S111_.trimmed.mdup.bam.RData.18
chr21 14898081 14939685 9791207 15095651 wc-ww blm-1-single-c5-w11-3d6_S111_.trimmed.mdup.bam.RData.19
chr22 23266494 23283241 23030619 23663350 cc-ww blm-1-single-c5-w11-3d6_S111_.trimmed.mdup.bam.RData.20
chr1 119799618 119836785 119734926 125015851 ww-wc blm-1-single-c5-w16-3d6_S116_.trimmed.mdup.bam.RData.1
chr1 148436561 148919299 148295152 149111179 wc-ww blm-1-single-c5-w16-3d6_S116_.trimmed.mdup.bam.RData.2
chr2 106381133 106489192 106117027 106727322 cc-ww blm-1-single-c5-w16-3d6_S116_.trimmed.mdup.bam.RData.3
chr3 41161397 41265343 40936386 41593997 cc-ww blm-1-single-c5-w16-3d6_S116_.trimmed.mdup.bam.RData.4
chr5 91099413 91123546 90757149 91488356 cc-ww blm-1-single-c5-w16-3d6_S116_.trimmed.mdup.bam.RData.5
chr6 158475141 158480868 158427730 170588661 cc-wc blm-1-single-c5-w16-3d6_S116_.trimmed.mdup.bam.RData.6
chr6 158568769 158638555 153391 158855688 wc-cc blm-1-single-c5-w16-3d6_S116_.trimmed.mdup.bam.RData.7
chr7 36921423 36972554 36834665 37288488 cc-ww blm-1-single-c5-w16-3d6_S116_.trimmed.mdup.bam.RData.8
chr8 77300642 77381246 77083586 77800287 wc-cc blm-1-single-c5-w16-3d6_S116_.trimmed.mdup.bam.RData.9
chr9 130778703 130778856 130551603 130927506 ww-cc blm-1-single-c5-w16-3d6_S116_.trimmed.mdup.bam.RData.10
chr10 43546453 43570152 43324979 43800500 cc-ww blm-1-single-c5-w16-3d6_S116_.trimmed.mdup.bam.RData.11
chr11 8166111 8219477 7547098 8956855 cc-ww blm-1-single-c5-w16-3d6_S116_.trimmed.mdup.bam.RData.12
chr12 109803537 109820296 109598471 110197864 ww-cc blm-1-single-c5-w16-3d6_S116_.trimmed.mdup.bam.RData.13
chr15 60581715 60611230 60414299 60863036 cc-wc blm-1-single-c5-w16-3d6_S116_.trimmed.mdup.bam.RData.14
chr15 89225545 89251995 89151691 89418453 wc-cc blm-1-single-c5-w16-3d6_S116_.trimmed.mdup.bam.RData.15
chr18 31058102 31310280 30177998 31541259 cc-ww blm-1-single-c5-w16-3d6_S116_.trimmed.mdup.bam.RData.16
chr20 19768641 19803424 19638021 20042116 cc-ww blm-1-single-c5-w16-3d6_S116_.trimmed.mdup.bam.RData.17
chr21 15692609 15758711 10425515 15962292 wc-ww blm-1-single-c5-w16-3d6_S116_.trimmed.mdup.bam.RData.18
chr22 23276622 23306873 23194907 23775368 cc-ww blm-1-single-c5-w16-3d6_S116_.trimmed.mdup.bam.RData.19
chr1 97318529 97448130 96686403 98837020 ww-cc blm-1-single-c5-w18-3d6_S118_.trimmed.mdup.bam.RData.1
chr2 233229572 233246218 232881144 233928042 ww-cc blm-1-single-c5-w18-3d6_S118_.trimmed.mdup.bam.RData.2
chr5 149911830 149926953 149472662 150432749 cc-ww blm-1-single-c5-w18-3d6_S118_.trimmed.mdup.bam.RData.3
chr6 6710441 6753148 6520972 6880066 ww-wc blm-1-single-c5-w18-3d6_S118_.trimmed.mdup.bam.RData.4
chr6 7582042 8200815 6818901 8466154 wc-ww blm-1-single-c5-w18-3d6_S118_.trimmed.mdup.bam.RData.5
chr8 95885268 95950426 95361471 96389566 ww-cc blm-1-single-c5-w18-3d6_S118_.trimmed.mdup.bam.RData.6
chr9 38235548 39048868 38135172 42280751 ww-wc blm-1-single-c5-w18-3d6_S118_.trimmed.mdup.bam.RData.7
chr9 68975232 69844747 62880081 69933822 wc-ww blm-1-single-c5-w18-3d6_S118_.trimmed.mdup.bam.RData.8
chr10 76693025 76765413 75968274 77048872 cc-ww blm-1-single-c5-w18-3d6_S118_.trimmed.mdup.bam.RData.9
chr11 125077164 125110390 124890962 125161116 cc-wc blm-1-single-c5-w18-3d6_S118_.trimmed.mdup.bam.RData.10
